[01:24:00] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:24:03] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:24:03] [main/INFO]: Reloading ResourceManager: Default
[01:24:12] [Worker-Main-2/INFO]: Loaded 7 recipes
[01:24:16] [Worker-Main-2/INFO]: Loaded 927 advancements
[01:24:27] [Server thread/INFO]: Starting minecraft server version 1.16.5
[01:24:27] [Server thread/INFO]: Loading properties
[01:24:27] [Server thread/INFO]: Default game type: SURVIVAL
[01:24:27] [Server thread/INFO]: Generating keypair
[01:24:28] [Server thread/INFO]: Starting Minecraft server on *:25565
[01:24:29] [Server thread/INFO]: Using epoll channel type
[01:24:30] [Server thread/INFO]: Preparing level "world"
[01:28:15] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:16] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:16] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:17] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:17] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:18] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:18] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:19] [Worker-Main-2/INFO]: Preparing spawn area: 68%
[01:28:19] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[01:28:20] [Worker-Main-2/INFO]: Preparing spawn area: 70%
[01:28:20] [Worker-Main-2/INFO]: Preparing spawn area: 70%
[01:28:21] [Worker-Main-2/INFO]: Preparing spawn area: 70%
[01:28:22] [Worker-Main-2/INFO]: Preparing spawn area: 70%
[01:28:22] [Worker-Main-2/INFO]: Preparing spawn area: 70%
[01:28:22] [Worker-Main-2/INFO]: Preparing spawn area: 71%
[01:28:23] [Worker-Main-2/INFO]: Preparing spawn area: 71%
[01:28:23] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:28:24] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:28:24] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:28:25] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:28:25] [Worker-Main-2/INFO]: Preparing spawn area: 72%
[01:28:26] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:28:26] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:28:27] [Worker-Main-2/INFO]: Preparing spawn area: 73%
[01:28:27] [Worker-Main-2/INFO]: Preparing spawn area: 74%
[01:28:28] [Worker-Main-2/INFO]: Preparing spawn area: 74%
[01:28:28] [Worker-Main-2/INFO]: Preparing spawn area: 75%
[01:28:29] [Worker-Main-2/INFO]: Preparing spawn area: 75%
[01:28:29] [Worker-Main-2/INFO]: Preparing spawn area: 75%
[01:28:30] [Worker-Main-2/INFO]: Preparing spawn area: 75%
[01:28:30] [Worker-Main-2/INFO]: Preparing spawn area: 76%
[01:28:31] [Worker-Main-2/INFO]: Preparing spawn area: 76%
[01:28:32] [Worker-Main-2/INFO]: Preparing spawn area: 77%
[01:28:32] [Worker-Main-2/INFO]: Preparing spawn area: 77%
[01:28:32] [Worker-Main-2/INFO]: Preparing spawn area: 77%
[01:28:33] [Worker-Main-2/INFO]: Preparing spawn area: 77%
[01:28:33] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[01:28:34] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[01:28:34] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[01:28:35] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:28:35] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:28:36] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:28:36] [Worker-Main-2/INFO]: Preparing spawn area: 79%
[01:28:37] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[01:28:37] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[01:28:38] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:28:38] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:28:39] [Worker-Main-2/INFO]: Preparing spawn area: 81%
[01:28:40] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:28:40] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:28:40] [Worker-Main-2/INFO]: Preparing spawn area: 82%
[01:28:41] [Worker-Main-2/INFO]: Preparing spawn area: 83%
[01:28:41] [Worker-Main-2/INFO]: Preparing spawn area: 83%
[01:28:42] [Worker-Main-2/INFO]: Preparing spawn area: 83%
[01:28:42] [Worker-Main-2/INFO]: Preparing spawn area: 83%
[01:28:43] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:28:43] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:28:44] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:28:45] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:28:45] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:28:45] [Worker-Main-2/INFO]: Preparing spawn area: 84%
[01:28:46] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:28:46] [Worker-Main-2/INFO]: Preparing spawn area: 85%
[01:28:47] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:28:47] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:28:48] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:28:48] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:28:49] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:28:49] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[01:28:50] [Worker-Main-2/INFO]: Preparing spawn area: 87%
[01:28:50] [Worker-Main-2/INFO]: Preparing spawn area: 87%
[01:28:51] [Worker-Main-2/INFO]: Preparing spawn area: 87%
[01:28:51] [Worker-Main-2/INFO]: Preparing spawn area: 88%
[01:28:52] [Worker-Main-2/INFO]: Preparing spawn area: 88%
[01:28:52] [Worker-Main-2/INFO]: Preparing spawn area: 88%
[01:28:53] [Worker-Main-2/INFO]: Preparing spawn area: 88%
[01:28:53] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:54] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:54] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:57] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:57] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:57] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:57] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:57] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[01:28:57] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:28:58] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:28:58] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[01:28:59] [Worker-Main-2/INFO]: Preparing spawn area: 91%
[01:28:59] [Worker-Main-2/INFO]: Preparing spawn area: 91%
[01:29:00] [Worker-Main-2/INFO]: Preparing spawn area: 92%
[01:29:00] [Worker-Main-2/INFO]: Preparing spawn area: 92%
[01:29:01] [Worker-Main-2/INFO]: Preparing spawn area: 93%
[01:29:01] [Worker-Main-2/INFO]: Preparing spawn area: 93%
[01:29:02] [Worker-Main-2/INFO]: Preparing spawn area: 94%
[01:29:02] [Worker-Main-2/INFO]: Preparing spawn area: 94%
[01:29:03] [Worker-Main-2/INFO]: Preparing spawn area: 95%
[01:29:03] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:29:04] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:29:04] [Worker-Main-2/INFO]: Preparing spawn area: 96%
[01:29:05] [Worker-Main-2/INFO]: Preparing spawn area: 97%
[01:29:06] [Worker-Main-2/INFO]: Preparing spawn area: 97%
[01:29:06] [Worker-Main-2/INFO]: Preparing spawn area: 97%
[01:29:06] [Worker-Main-2/INFO]: Preparing spawn area: 97%
[01:29:07] [Worker-Main-2/INFO]: Preparing spawn area: 98%
[01:29:08] [Worker-Main-2/INFO]: Preparing spawn area: 98%
[01:29:08] [Worker-Main-2/INFO]: Preparing spawn area: 98%
[01:29:08] [Worker-Main-2/INFO]: Preparing spawn area: 99%
[01:29:09] [Worker-Main-2/INFO]: Preparing spawn area: 99%
[01:29:09] [Server thread/INFO]: Time elapsed: 230245 ms
[01:29:09] [Server thread/INFO]: Done (278.836s)! For help, type "help"
[01:29:09] [Server thread/INFO]: Starting remote control listener
[01:29:09] [Server thread/INFO]: Thread RCON Listener started
[01:29:09] [Server thread/INFO]: RCON running on 0.0.0.0:25575
[01:29:12] [Server thread/INFO]: com.mojang.authlib.GameProfile@567986a5[id=010aec51-fd2f-456d-9438-dca0f5929b1e,name=_TMML_STAT1C,properties={textures=[com.mojang.authlib.properties.Property@41677929]},legacy=false] (/172.19.0.1:48558) lost connection: Disconnected
[01:29:12] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2948ms or 58 ticks behind
[01:29:15] [User Authenticator #2/INFO]: UUID of player _TMML_STAT1C is 010aec51-fd2f-456d-9438-dca0f5929b1e
[01:29:16] [Server thread/INFO]: _TMML_STAT1C[/172.19.0.1:48596] logged in with entity id 229 at (-158.5, 69.0, 97.5)
[01:29:17] [Server thread/INFO]: _TMML_STAT1C joined the game
[01:30:18] [Server Watchdog/FATAL]: A single server tick took 60.00 seconds (should be max 0.05)
[01:30:18] [Server Watchdog/FATAL]: Considering it to be crashed, server will forcibly shutdown.
[01:30:25] [Server Watchdog/ERROR]: This crash report has been saved to: /data/./crash-reports/crash-2021-03-27_01.30.25-server.txt
[01:34:26] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[01:34:31] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:34:31] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:34:31] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:34:31] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[01:34:31] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[01:34:31] [main/INFO]: Reloading ResourceManager: Default
[01:34:39] [Worker-Main-2/INFO]: Loaded 7 recipes
[01:34:41] [Worker-Main-2/INFO]: Loaded 927 advancements
[01:34:59] [Server thread/INFO]: Starting minecraft server version 1.16.5
[01:34:59] [Server thread/INFO]: Loading properties
[01:34:59] [Server thread/INFO]: Default game type: SURVIVAL
[01:34:59] [Server thread/INFO]: Generating keypair
[01:35:00] [Server thread/INFO]: Starting Minecraft server on *:25565
[01:35:01] [Server thread/INFO]: Using epoll channel type
[01:35:02] [Server thread/INFO]: Preparing level "world"
[01:35:06] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[01:35:10] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:10] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:10] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:10] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:10] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:10] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:13] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[01:35:39] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:39] [Server thread/INFO]: Preparing spawn area: 0%
[01:35:40] [Worker-Main-2/INFO]: Preparing spawn area: 9%
[01:35:41] [Worker-Main-2/INFO]: Preparing spawn area: 9%
[01:35:41] [Worker-Main-2/INFO]: Preparing spawn area: 17%
[01:35:41] [Worker-Main-2/INFO]: Preparing spawn area: 25%
[01:35:42] [Worker-Main-2/INFO]: Preparing spawn area: 25%
[01:35:42] [Worker-Main-2/INFO]: Preparing spawn area: 25%
[01:35:43] [Server thread/INFO]: Preparing spawn area: 25%
[01:35:43] [Worker-Main-2/INFO]: Preparing spawn area: 26%
[01:35:44] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:44] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:45] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:45] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:46] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:46] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:47] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:47] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:48] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:48] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:49] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:49] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:50] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:50] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:51] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:52] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:52] [Server thread/INFO]: Preparing spawn area: 27%
[01:35:52] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:53] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:53] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:54] [Worker-Main-2/INFO]: Preparing spawn area: 27%
[01:35:54] [Worker-Main-2/INFO]: Preparing spawn area: 28%
[01:35:55] [Worker-Main-2/INFO]: Preparing spawn area: 28%
[01:35:55] [Worker-Main-2/INFO]: Preparing spawn area: 28%
[01:35:56] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:35:57] [Server thread/INFO]: Preparing spawn area: 29%
[01:35:57] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:35:57] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:35:58] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:35:58] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:35:59] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:35:59] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:36:00] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:36:00] [Worker-Main-2/INFO]: Preparing spawn area: 29%
[01:36:01] [Worker-Main-2/INFO]: Preparing spawn area: 30%
[01:36:01] [Server thread/INFO]: Preparing spawn area: 30%
[01:36:02] [Server thread/INFO]: Preparing spawn area: 30%
[01:36:02] [Worker-Main-2/INFO]: Preparing spawn area: 31%
[01:36:03] [Worker-Main-2/INFO]: Preparing spawn area: 31%
[01:36:03] [Worker-Main-2/INFO]: Preparing spawn area: 31%
[01:36:04] [Server thread/INFO]: Preparing spawn area: 31%
[01:36:04] [Worker-Main-2/INFO]: Preparing spawn area: 32%
[01:36:05] [Worker-Main-2/INFO]: Preparing spawn area: 32%
[01:36:05] [Worker-Main-2/INFO]: Preparing spawn area: 32%
[01:36:06] [Server thread/INFO]: Preparing spawn area: 32%
[01:36:06] [Worker-Main-2/INFO]: Preparing spawn area: 32%
[01:36:07] [Server thread/INFO]: Preparing spawn area: 32%
[01:36:07] [Worker-Main-2/INFO]: Preparing spawn area: 32%
[01:36:08] [Server thread/INFO]: Preparing spawn area: 33%
[01:36:08] [Worker-Main-2/INFO]: Preparing spawn area: 33%
[01:36:09] [Worker-Main-2/INFO]: Preparing spawn area: 33%
[01:36:10] [Server thread/INFO]: Preparing spawn area: 34%
[01:36:10] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:11] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:11] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:12] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:13] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:13] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:13] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:14] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:14] [Worker-Main-2/INFO]: Preparing spawn area: 34%
[01:36:15] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:15] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:15] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:16] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:16] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:17] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:18] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:18] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:19] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:19] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:20] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:20] [Worker-Main-2/INFO]: Preparing spawn area: 35%
[01:36:20] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[01:36:21] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[01:36:22] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[01:36:22] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[01:36:22] [Worker-Main-2/INFO]: Preparing spawn area: 37%
[01:36:23] [Worker-Main-2/INFO]: Preparing spawn area: 37%
[01:36:25] [Worker-Main-2/INFO]: Preparing spawn area: 37%
[01:36:25] [Worker-Main-2/INFO]: Preparing spawn area: 37%
[01:36:25] [Worker-Main-2/INFO]: Preparing spawn area: 37%
[01:36:25] [Worker-Main-2/INFO]: Preparing spawn area: 37%
[01:36:25] [Worker-Main-2/INFO]: Preparing spawn area: 37%
[01:36:26] [Worker-Main-2/INFO]: Preparing spawn area: 38%
[01:36:26] [Worker-Main-2/INFO]: Preparing spawn area: 38%
[01:36:27] [Server thread/INFO]: Preparing spawn area: 38%
[01:36:27] [Worker-Main-2/INFO]: Preparing spawn area: 38%
[01:36:28] [Server thread/INFO]: Preparing spawn area: 38%
[01:36:28] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:36:29] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:36:30] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:36:30] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:36:30] [Worker-Main-2/INFO]: Preparing spawn area: 39%
[01:36:31] [Worker-Main-2/INFO]: Preparing spawn area: 40%
[01:36:31] [Worker-Main-2/INFO]: Preparing spawn area: 40%
[01:36:32] [Worker-Main-2/INFO]: Preparing spawn area: 41%
[01:36:32] [Server thread/INFO]: Preparing spawn area: 41%
[01:36:33] [Worker-Main-2/INFO]: Preparing spawn area: 41%
[01:36:33] [Server thread/INFO]: Preparing spawn area: 41%
[01:36:34] [Worker-Main-2/INFO]: Preparing spawn area: 42%
[01:36:34] [Worker-Main-2/INFO]: Preparing spawn area: 42%
[01:36:35] [Worker-Main-2/INFO]: Preparing spawn area: 42%
[01:36:36] [Worker-Main-2/INFO]: Preparing spawn area: 42%
[01:36:36] [Worker-Main-2/INFO]: Preparing spawn area: 42%
[01:36:37] [Worker-Main-2/INFO]: Preparing spawn area: 42%
[01:36:37] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:37] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:38] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:38] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:39] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:39] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:40] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:40] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:41] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:42] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:42] [Worker-Main-2/INFO]: Preparing spawn area: 43%
[01:36:43] [Worker-Main-2/INFO]: Preparing spawn area: 44%
[01:36:43] [Worker-Main-2/INFO]: Preparing spawn area: 44%
[01:36:43] [Worker-Main-2/INFO]: Preparing spawn area: 44%
[01:36:44] [Worker-Main-2/INFO]: Preparing spawn area: 44%
[01:36:44] [Worker-Main-2/INFO]: Preparing spawn area: 44%
[01:36:45] [Worker-Main-2/INFO]: Preparing spawn area: 45%
[01:36:46] [Worker-Main-2/INFO]: Preparing spawn area: 46%
[01:36:46] [Worker-Main-2/INFO]: Preparing spawn area: 46%
[01:36:46] [Worker-Main-2/INFO]: Preparing spawn area: 46%
[01:36:47] [Worker-Main-2/INFO]: Preparing spawn area: 46%
[01:36:48] [Worker-Main-2/INFO]: Preparing spawn area: 46%
[01:36:48] [Worker-Main-2/INFO]: Preparing spawn area: 46%
[01:36:48] [Worker-Main-2/INFO]: Preparing spawn area: 47%
[01:36:49] [Worker-Main-2/INFO]: Preparing spawn area: 47%
[01:36:49] [Worker-Main-2/INFO]: Preparing spawn area: 47%
[01:36:50] [Worker-Main-2/INFO]: Preparing spawn area: 47%
[01:36:50] [Worker-Main-2/INFO]: Preparing spawn area: 47%
[01:36:51] [Worker-Main-2/INFO]: Preparing spawn area: 48%
[01:36:52] [Worker-Main-2/INFO]: Preparing spawn area: 48%
[01:36:52] [Worker-Main-2/INFO]: Preparing spawn area: 48%
[01:36:53] [Worker-Main-2/INFO]: Preparing spawn area: 48%
[01:36:53] [Worker-Main-2/INFO]: Preparing spawn area: 48%
[01:36:53] [Worker-Main-2/INFO]: Preparing spawn area: 48%
[01:36:54] [Worker-Main-2/INFO]: Preparing spawn area: 49%
[01:36:55] [Worker-Main-2/INFO]: Preparing spawn area: 49%
[01:36:55] [Worker-Main-2/INFO]: Preparing spawn area: 49%
[01:36:56] [Worker-Main-2/INFO]: Preparing spawn area: 49%
[01:36:56] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:36:57] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:36:57] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:36:58] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:36:59] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:36:59] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:36:59] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:37:00] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:37:00] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:37:01] [Worker-Main-2/INFO]: Preparing spawn area: 50%
[01:37:01] [Worker-Main-2/INFO]: Preparing spawn area: 50%
